url	thread_id	title	section	date_created	date_last_reply	word_count_op	word_count_total	reply_count	unique_posters	has_images	has_outbound_links	link_count	is_translation_of	dup_cluster_id	thin_41	ymyl_45_flags
/d/868-la-guia-definitiva-de-framemaxxing-framecel-andate-o-pudrete-para-siempre	868	"LA GUÍA DEFINITIVA DE FRAMEMAXXING (FRAMECEL, ÁNDATE O PUDRETE PARA SIEMPRE)"	looksmaxing	"2022-08-21 12:17:04"	"2022-08-21 21:42:14"	6066	26593	49	20	1	1	368	looksmax.org		0	
/d/874-testosteronemaxxing-natural	874	"Testosteronemaxxing Natural"	anabolicos	"2019-01-16 19:49:32"	"2019-01-18 21:34:35"	1461	6179	49	21	1	1	284	looksmax.org		0	dosing/PED|self-harm/hopelessness
/d/875-el-megahilo-de-la-masticacion	875	"El Megahilo de la Masticación"	softmaxing	"2020-06-29 00:38:18"	"2020-06-29 02:51:56"	1055	5021	49	23	1	1	20	looksmax.org		0	dosing/PED
/d/891-todas-tus-preguntas-respondidas-maxima-atractabilidad	891	"TODAS TUS PREGUNTAS RESPONDIDAS, MÁXIMA ATRACTABILIDAD"	softmaxing	"2024-01-23 17:44:28"	"2024-01-24 09:56:35"	3970	10314	49	22	1	1	154	looksmax.org		0	dosing/PED
/d/897-guia-de-heightmaxxing-looksmaxing-este-stack-secreto-rival-hgh-de-grado-farmaceutico	897	"Guía de Heightmaxxing Looksmaxing: ¡Este Stack Secreto Rival HGH de Grado Farmacéutico!"	peptides	"2022-05-26 15:48:56"	"2022-05-26 23:07:35"	1501	4194	49	15	1	1	531	looksmax.org		0	dosing/PED|sourcing
/d/900-collagen-maxxing-la-guia-basada-en-evidencia	900	"Collagen Maxxing: La Guía Basada en Evidencia"	softmaxing	"2020-08-16 19:55:23"	"2020-08-17 01:27:46"	1152	3965	49	27	1	1	147	looksmax.org	C16	0	
/d/918-guia-de-looksmaxxing-por-fenotipo-el-fundamental-olvidado-del-looksmax	918	"Guía de Looksmaxxing por Fenotipo: El Fundamental Olvidado del Looksmax"	looksmaxing	"2022-05-27 17:41:48"	"2022-05-27 18:49:45"	1980	4929	49	16	1	1	486	looksmax.org		0	sourcing
/d/923-los-alimentos-mas-nutritivos-para-comer-si-andas-corto-de-dinero	923	"Los alimentos más nutritivos para comer si andas corto de dinero"	looksmaxing	"2022-07-29 22:53:05"	"2022-07-29 23:52:41"	1234	5579	49	17	1	1	191	looksmax.org		0	dosing/PED
/d/956-la-mejor-guia-sobre-como-usar-cavitacion-ultrasonica-para-mejillas-hundidas-videos-y-fotos-incluidos-instrucciones-detalladas	956	"LA MEJOR GUÍA SOBRE CÓMO USAR CAVITACIÓN ULTRASÓNICA PARA MEJILLAS HUNDIDAS - VIDEOS Y FOTOS INCLUIDOS + INSTRUCCIONES DETALLADAS"	softmaxing	"2026-04-16 00:12:07"	"2026-04-16 00:48:54"	583	7745	49	18	1	1	252	looksmax.org		0	
/d/1010-guia-de-ensanchamiento-bucal	1010	"Guía de ensanchamiento bucal"	hardmaxing	"2019-08-16 18:30:20"	"2019-10-19 20:51:52"	2613	5085	49	31	1	1	110	looksmax.org		0	
/d/1044-guia-la-solucion-a-la-caida-del-cabello-para-cualquiera-que-este-perdiendo-su-cabello	1044	"Guía: La solución a la caída del cabello - Para cualquiera que esté perdiendo su cabello"	softmaxing	"2019-10-14 12:32:32"	"2019-10-14 20:18:39"	385	5228	49	14	1	1	47	looksmax.org		0	
/d/1068-como-frenar-y-revertir-el-proceso-de-envejecimiento	1068	"Cómo frenar (y revertir) el proceso de envejecimiento"	softmaxing	"2019-10-31 00:57:01"	"2021-01-23 01:01:10"	1350	3920	45	27	1	1	1	looksmax.org		0	sourcing
/d/1072-mi-stack-de-longevidad-basado-en-ciencia-para-extender-tu-prime	1072	"Mi stack de longevidad basado en ciencia para extender tu prime"	softmaxing	"2019-11-07 14:09:46"	"2020-03-18 03:45:30"	764	6158	49	32	1	1	12	looksmax.org		0	dosing/PED
/d/1093-las-cejas-gruesas-son-un-meme	1093	"Las cejas GRUESAS SON UN MEME"	softmaxing	"2019-11-23 23:54:24"	"2019-11-24 15:33:53"	18	1459	49	20	1	1	39	looksmax.org		0	
/d/1106-el-ciclo-de-randle-posible-respuesta-a-problemas-hormonales-problemas-de-piel-problemas-de-animo	1106	"El Ciclo de Randle - Posible respuesta a Problemas Hormonales, Problemas de Piel, Problemas de Ánimo, ..."	looksmaxing	"2019-12-06 19:56:05"	"2019-12-07 08:08:31"	1079	6738	49	11	1	1	26	looksmax.org		0	dosing/PED|sourcing
/d/1129-mi-guia-de-expansion-maxilar-mediante-softmaxxing-depthcels-gtfih	1129	"Mi guía de expansión maxilar mediante softmaxxing (depthcels GTFIH)"	softmaxing	"2024-07-22 07:35:35"	"2024-07-30 21:12:44"	657	6103	49	26	1	1	168	looksmax.org		0	
/d/1131-como-construir-hueso-facial-guia-sobre-el-crecimiento-craneofacial-hacia-adelante-y-la-remodelacion-osea-mi-hipotesis	1131	"Cómo construir hueso facial, guía sobre el crecimiento craneofacial hacia adelante y la remodelación ósea. Mi hipótesis."	hardmaxing	"2020-02-22 00:03:13"	"2020-02-22 03:44:34"	1750	4627	49	23	1	1	16	looksmax.org		0	dosing/PED|sourcing
/d/1132-guia-de-geomaxxing-en-mena-parte-1-madztn-marruecos-argelia-tunez	1132	"Guía de geomaxxing en MENA parte 1: 🇲🇦🇩🇿🇹🇳 (Marruecos, Argelia, Túnez)"	looksmaxing	"2024-10-25 15:23:50"	"2024-10-25 16:13:02"	1176	8822	49	16	1	1	20	looksmax.org		0	
/d/1133-la-proyeccion-del-maxilar-superior-es-la-clave-de-la-estetica	1133	"La proyección del MAXILAR SUPERIOR es la clave de la estética"	hardmaxing	"2021-03-10 06:21:54"	"2021-03-10 21:19:30"	959	3599	49	23	1	1	184	looksmax.org		0	
/d/1147-maximizando-el-tamano-del-pito	1147	"Maximizando el tamaño del pito"	looksmaxing	"2020-04-27 11:50:42"	"2020-04-28 04:21:31"	610	2658	49	21	1	1	106	looksmax.org		0	dosing/PED
/d/1158-drogas-prosociales-una-guia-para-usar-sustancias-para-subir-la-escalera-social	1158	"Drogas prosociales: una guía para usar sustancias para subir la escalera social"	looksmaxing	"2020-06-02 15:25:19"	"2020-06-07 13:59:05"	1334	6785	49	31	1	1	308	looksmax.org		0	
/d/1173-como-logre-un-fisico-chad-de-forma-natural-mi-rutina-de-ejercicio-detallada	1173	"Cómo logré un físico Chad de forma natural (mi rutina de ejercicio detallada)"	looksmaxing	"2021-12-15 15:06:06"	"2021-12-15 21:07:29"	2790	9705	49	21	1	1	508	looksmax.org		0	dosing/PED
/d/1182-reduccion-del-tamano-de-la-nariz-via-softmaxing-o-por-que-quiza-no-necesites-una-rino	1182	"Reducción del tamaño de la nariz vía Softmaxing, o Por qué quizá NO necesites una Rino"	softmaxing	"2024-08-16 06:19:31"	"2024-08-16 21:29:58"	1083	6680	49	23	1	1	59	looksmax.org		0	
/d/1185-como-hacer-un-aparato-face-puller-para-el-face-puller-o-face-bow-de-at-copeandrope	1185	"Cómo hacer un aparato Face Puller para el Face Puller o Face Bow de @CopeAndRope"	hardmaxing	"2020-01-24 06:25:40"	"2020-01-25 00:03:58"	302	2204	49	23	1	1	195	looksmax.org		0	sourcing
/d/1191-guia-completa-de-la-dieta-primal	1191	"Guía completa de la dieta primal"	looksmaxing	"2025-12-07 17:49:50"	"2025-12-07 18:42:41"	1265	3702	49	10	1	1	48	looksmax.org		0	
/d/1194-como-blanquear-tu-piel-la-guia-oficial-la-verdad-sobre-el-blanqueamiento-de-piel	1194	"Cómo blanquear tu piel, la guía oficial (la verdad sobre el blanqueamiento de piel)"	softmaxing	"2025-10-20 19:32:21"	"2025-10-20 20:12:45"	598	8643	49	24	1	1	456	looksmax.org		0	
/d/1209-guia-para-lograr-piel-de-nivel-modelo	1209	"Guía para lograr piel de nivel modelo"	softmaxing	"2021-12-11 21:59:31"	"2021-12-12 15:24:25"	2856	13427	49	29	1	1	362	looksmax.org		0	
/d/1226-guia-cientifica-completa-de-whitemaxxing-para-quitar-el-bronceado-y-aclararblanquear-la-piel-para-curriesblackies-toda-la-informacion-vital-que-necesitas	1226	"Guía científica completa de whitemaxxing para quitar el bronceado y aclarar/blanquear la piel para curries/blackies (toda la información vital que necesitas)"	softmaxing	"2024-04-01 09:13:44"	"2024-04-27 06:14:31"	846	6733	49	27	1	1	77	looksmax.org		0	dosing/PED
/d/1232-la-biblia-de-los-pomulos-hundidos-y-la-curva-ogee-deshinchate-y-consigue-la-cara-mas-delgada-del-mundo-con-esta-guia-completa-de-estetica-craneofacial	1232	"La Biblia de los Pómulos Hundidos y la Curva Ogee: Deshinchate y consigue la cara más delgada del mundo con esta guía completa de estética craneofacial"	looksmaxing	"2023-04-23 01:38:07"	"2023-04-23 03:56:47"	8719	13386	49	31	1	1	55	looksmax.org		0	
/d/1256-introduccion-al-mayor-heightmaxx-jamas-descubierto-regeneracion-de-placas-de-crecimiento-mediante-factores-de-crecimiento-y-mscs	1256	"Introducción al mayor heightmaxx jamás descubierto: regeneración de placas de crecimiento mediante factores de crecimiento y MSCs"	peptides	"2024-09-03 14:00:09"	"2024-09-03 14:42:45"	6804	15040	49	22	1	1	149	looksmax.org		0	dosing/PED|DIY-procedure
/d/1262-guia-definitiva-para-conseguir-mujeres-en-instagram	1262	"Guía definitiva para conseguir mujeres en Instagram"	looksmaxing	"2023-04-02 19:32:03"	"2023-04-02 22:52:42"	2176	10292	49	30	1	1	42	looksmax.org		0	
/d/1267-como-alcanzar-6-placas-abiertas-o-no-microfracturacion-descompresion-crecimiento-natural-y-drogas	1267	"Cómo alcanzar 6', placas abiertas o no (MICROFRACTURACIÓN, DESCOMPRESIÓN, CRECIMIENTO NATURAL y DROGAS)"	looksmaxing	"2024-03-18 20:40:57"	"2024-03-19 01:32:19"	12767	76091	49	21	1	1	953	looksmax.org		0	dosing/PED
/d/1272-la-guia-definitiva-de-fragancias-y-feromonas	1272	"La Guía Definitiva de Fragancias y Feromonas"	softmaxing	"2021-11-18 19:14:27"	"2021-11-19 01:03:52"	4130	9724	49	26	1	1	91	looksmax.org		0	sourcing
/d/1281-lipovela-el-disolvente-de-grasa-todo-en-uno-moga-aqualyx-uc-es-mas-barato-que-ambos	1281	"LIPOVELA EL DISOLVENTE DE GRASA TODO EN UNO [Moga Aqualyx & UC] + es más barato que ambos"	hardmaxing	"2026-04-22 09:45:45"	"2026-04-22 17:10:13"	925	9019	49	26	1	1	134	looksmax.org		0	
/d/1288-la-biblia-del-sleepmaxxing-entiende-por-que-y-como-tener-el-mejor-descanso-nocturno-profundo-posible-con-esta-megaguia-de-sueno-llena-de-valor	1288	"La Biblia del Sleepmaxxing: entiende por qué y cómo tener el mejor descanso nocturno profundo posible con esta megaguía de sueño llena de valor"	softmaxing	"2023-05-09 23:49:16"	"2023-05-30 11:09:48"	3562	22315	49	35	1	1	636	looksmax.org		0	dosing/PED
/d/1293-como-salir-de-la-subhumanidad-por-klinefelter	1293	"Cómo salir de la subhumanidad por Klinefelter"	anabolicos	"2023-09-25 00:55:38"	"2023-09-25 01:15:04"	353	1313	49	14	1	1	6	looksmax.org		0	
/d/1298-guia-para-entender-comportamientos-percibidos-en-caras-heroicosegurobueno-vs-villanomisteriosomalo	1298	"Guía para Entender Comportamientos Percibidos en Caras - Heroico/Seguro/Bueno vs Villano/Misterioso/Malo"	looksmaxing	"2023-10-04 15:43:53"	"2023-10-04 17:37:55"	1437	7999	49	19	1	1	323	looksmax.org		0	
/d/1323-la-guia-mas-avanzada-de-facepulling-me-tomo-1-ano-perfeccionarla-f1-facepulling	1323	"LA GUÍA MÁS AVANZADA DE FACEPULLING (ME TOMÓ 1 AÑO PERFECCIONARLA) F1 FACEPULLING"	hardmaxing	"2025-01-05 19:43:37"	"2025-01-08 17:36:59"	501	3259	49	18	1	1	91	looksmax.org		0	
/d/1328-avance-de-cuero-cabelludo-la-unica-solucion-para-una-frente-grande	1328	"Avance de cuero cabelludo - La única solución para una frente grande"	hardmaxing	"2023-09-20 02:46:36"	"2023-09-22 02:00:31"	633	4391	49	23	1	1	74	looksmax.org		0	
/d/1331-la-guia-suprema-para-lipmaxing	1331	"LA GUÍA SUPREMA PARA LIPMAXING"	looksmaxing	"2023-06-20 13:52:28"	"2023-06-21 12:05:05"	1159	8150	49	18	1	1	292	looksmax.org		0	
/d/1333-elevando-el-hueso-hioides	1333	"Elevando el HUESO HIOIDES"	softmaxing	"2020-01-08 23:13:55"	"2020-01-29 18:35:14"	322	2979	49	29	1	1	151	looksmax.org		0	
/d/1343-guia-definitiva-para-maximizar-status	1343	"Guía DEFINITIVA para MAXIMIZAR STATUS"	looksmaxing	"2020-06-01 01:48:54"	"2020-06-07 12:53:17"	1366	4941	49	38	1	1	227	looksmax.org		0	
/d/1362-extracciones-dentales-por-que-deberias-evitarlas-con-datos-presentados	1362	"EXTRACCIONES DENTALES: POR QUÉ DEBERÍAS EVITARLAS CON DATOS PRESENTADOS"	hardmaxing	"2025-04-17 10:37:55"	"2025-04-17 11:05:43"	1508	5984	49	12	1	1	163	looksmax.org		0	
/d/1363-crecimiento-anterior-101	1363	"Crecimiento anterior - 101 ⍟"	looksmaxing	"2026-05-01 16:31:28"	"2026-05-02 09:10:17"	2797	31900	49	24	1	1	658	looksmax.org		0	
/d/1370-guia-definitiva-sobre-carbohidratos-ciclo-de-randle-calorias-peso-y-ciencia-nutricional-por-que-los-humanos-son-carnivoros-hipercarnivoros-obligados-alto-qi	1370	"Guía definitiva sobre carbohidratos, Ciclo de Randle, calorías, peso y ciencia nutricional | Por qué los humanos son carnívoros hipercarnívoros obligados | Alto QI"	looksmaxing	"2024-09-23 14:04:56"	"2024-09-23 15:30:30"	1060	2234	49	17	1	1	77	looksmax.org		0	dosing/PED
/d/1373-no-pierdas-tiempo-promoviendo-el-crecimiento-craniofacial-contra-reloj-en-la-adolescencia-tardia-tecnicas-naturales-y-evidencia-notas-laterales	1373	"(NO PIERDAS TIEMPO) Promoviendo el Crecimiento Craniofacial Contra-Reloj en la Adolescencia Tardía: Técnicas Naturales y Evidencia + Notas Laterales"	softmaxing	"2025-03-24 22:34:14"	"2025-03-28 10:31:46"	11221	52024	49	12	1	1	958	looksmax.org		0	sourcing
/d/1387-consejo-sobre-sarms-de-un-coach-con-5-anos-de-experiencia	1387	"Consejo sobre SARMs de un coach con 5+ años de experiencia"	anabolicos	"2019-12-18 06:37:43"	"2019-12-19 02:15:11"	1866	7599	49	25	1	1	116	looksmax.org		0	dosing/PED
/d/1395-como-ligar-siendo-adolescente-guia-de-instagram-maxxing	1395	"CÓMO LIGAR SIENDO ADOLESCENTE {GUÍA DE INSTAGRAM MAXXING}"	looksmaxing	"2020-11-28 18:31:09"	"2020-11-28 21:17:38"	495	2428	49	26	1	1	14	looksmax.org		0	dosing/PED
/d/1398-guia-de-looksmaxxing-de-cabello-cabello-bueno-equivale-a-vida-buena	1398	"Guía de Looksmaxxing de Cabello: Cabello Bueno EQUIVALE a Vida Buena"	softmaxing	"2022-05-23 00:31:50"	"2022-05-25 13:19:01"	5679	17545	49	19	1	1	425	looksmax.org		0	sourcing
/d/1413-guia-completa-sobre-como-creci-25-pulgadas-en-3-4-mesesspinecels-y-torsocels-gtfih	1413	"Guía completa sobre cómo crecí 2.5 pulgadas en 3-4 meses(Spinecels y torsocels GTFIH)"	looksmaxing	"2022-02-01 08:24:30"	"2022-02-01 23:15:50"	3886	9477	49	19	1	1	79	looksmax.org		0	dosing/PED
/d/1414-guia-de-aumento-de-altura-la-mejor-guia-sobre-como-crecer-mas-alto-en-internet-remasterizada	1414	"Guía de Aumento de Altura: La Mejor Guía Sobre Cómo Crecer Más Alto En Internet (Remasterizada)"	peptides	"2022-08-24 16:35:33"	"2022-08-27 16:00:30"	2497	4162	49	27	1	1	154	looksmax.org		0	dosing/PED
/d/1423-como-blanqueo-mi-piel	1423	"Cómo blanqueo mi piel"	softmaxing	"2025-09-03 01:34:26"	"2025-09-03 13:56:52"	312	2915	49	15	1	1	24	looksmax.org		0	
/d/1426-por-que-los-culturistas-tienen-mandibulas-tan-grandes-sin-siquiera-entrenarla-y-por-que-tu-tambien-puedes-hacer-crecer-tu-mandibula-como-ellos	1426	"Por qué los culturistas tienen mandíbulas tan grandes sin siquiera entrenarla, y por qué tú también puedes hacer crecer tu mandíbula como ellos."	hardmaxing	"2023-11-05 23:59:43"	"2023-11-06 00:44:19"	501	3454	49	11	1	1	190	looksmax.org		0	dosing/PED
/d/1431-la-radiologia-detras-del-desarrollo-facial-e-indicadores-del-crecimiento-corporal-como-saber-si-aun-estas-creciendo	1431	"La Radiología detrás del Desarrollo Facial e Indicadores del Crecimiento Corporal; Cómo saber si aún estás creciendo."	looksmaxing	"2025-11-07 11:54:11"	"2025-11-07 14:17:50"	2233	12067	49	22	1	1	295	looksmax.org		0	
/d/1434-la-guia-definitiva-para-encontrar-foids-nd-y-armar-tu-roster-para-todos-los-rankingsratings	1434	"LA guía definitiva para encontrar foids nd y armar tu roster (PARA TODOS los rankings/ratings)"	looksmaxing	"2025-11-18 12:33:55"	"2025-11-18 20:58:36"	485	2962	49	18	0	0	0	looksmax.org		0	
/d/1436-guia-definitiva-androgenmax-estrogenmin	1436	"GUÍA DEFINITIVA ANDROGENMAX ESTROGENMIN"	anabolicos	"2020-10-03 21:31:18"	"2020-10-04 13:54:06"	2292	13065	49	27	1	1	433	looksmax.org		0	dosing/PED
/d/1448-disolvi-mi-grasa-facial-una-introduccion-a-lemonbottle	1448	"DISOLVÍ MI GRASA FACIAL - UNA INTRODUCCIÓN A LEMONBOTTLE"	looksmaxing	"2024-02-21 23:11:23"	"2024-02-22 10:48:51"	1867	6843	49	36	1	1	145	looksmax.org		0	dosing/PED|sourcing
/d/1454-filtrando-el-metodo-og-de-debloat-100-cualquier-bf	1454	"FILTRANDO EL MÉTODO OG DE DEBLOAT 100% - CUALQUIER BF%"	looksmaxing	"2023-08-09 22:41:52"	"2023-08-10 11:53:10"	665	4418	49	33	1	1	121	looksmax.org		0	
/d/1461-megahilo-neuromaxxing	1461	"MEGAHILO NEUROMAXXING"	looksmaxing	"2026-05-24 18:07:58"	"2026-05-24 18:42:35"	6591	30432	49	16	1	1	328	looksmax.org		0	
/d/1466-joven-de-18-anos-mtn-guia-de-mi-plan-de-ascension	1466	"Joven de 18 Años MTN: Guía de Mi Plan de Ascensión"	looksmaxing	"2023-12-28 01:31:24"	"2023-12-28 02:40:44"	2241	3652	49	18	1	1	6	looksmax.org		0	
/d/1476-pelo-ser-guapo-es-como-el-70-de-tu-attractiveness-hacia-las-mujeres-prime-mi-experiencia-del-ultimo-ano-wfotos-clave-mayor-de-ascension-para-los-negros	1476	"PELO/ ser \"guapo\" es como el 70% de tu attractiveness hacia las mujeres prime: Mi Experiencia del Último Año w/fotos + Clave Mayor de Ascensión para los negros"	softmaxing	"2022-05-31 21:19:47"	"2022-05-31 21:57:40"	771	6716	49	19	1	1	259	looksmax.org		0	
/d/1482-guia-de-mewing-detallada	1482	"GUÍA DE MEWING (DETALLADA)"	softmaxing	"2020-09-21 15:42:18"	"2020-09-22 00:31:47"	2005	10671	49	23	1	1	400	looksmax.org		0	
/d/1486-osteotomia-le-fort-iii	1486	"Osteotomía Le Fort III"	hardmaxing	"2020-02-08 23:58:26"	"2020-02-12 00:14:11"	2287	8308	49	29	1	1	169	looksmax.org		0	
/d/1492-cambio-de-color-de-ojos-softmax-legitimo-gtfih	1492	"CAMBIO DE COLOR DE OJOS SOFTMAX LEGÍTIMO (GTFIH)"	softmaxing	"2026-02-18 17:30:55"	"2026-02-19 01:29:24"	1172	6685	49	18	1	1	124	looksmax.org		0	
/d/1498-mega-thread-de-disolucion-de-grasa	1498	"Mega-Thread de Disolución de Grasa"	looksmaxing	"2025-02-17 05:46:22"	"2025-02-18 01:27:37"	4581	32011	49	17	1	1	365	looksmax.org		0	dosing/PED|sourcing|DIY-procedure
/d/1507-guia-looksmaxxing-anti-envejecimiento-permanecer-un-chad-para-siempre	1507	"Guía Looksmaxxing Anti-Envejecimiento: ¿Permanecer un Chad para Siempre?"	looksmaxing	"2022-05-18 21:11:40"	"2022-05-18 23:33:21"	1709	4696	49	19	1	1	74	looksmax.org		0	
/d/1511-como-conseguir-tu-fisico-sonado-sin-efectos-secundarios	1511	"Cómo conseguir tu físico soñado sin efectos secundarios:"	peptides	"2025-01-06 18:53:52"	"2025-01-06 19:49:07"	768	4501	49	18	1	1	50	looksmax.org		0	dosing/PED|sourcing
/d/1522-haciendole-trampa-a-la-ansiedad-social-drogas-que-me-hicieron-dejar-de-valer-verga-y-por-que-la-mayoria-de-los-consejos-son-una-mierda	1522	"HACIÉNDOLE TRAMPA A LA ANSIEDAD SOCIAL: Drogas Que Me Hicieron Dejar de Valer Verga (Y Por Qué la Mayoría de los Consejos son una Mierda)"	looksmaxing	"2025-07-28 08:10:40"	"2025-07-28 18:54:01"	1284	9389	49	17	0	0	0	looksmax.org		0	
/d/1524-la-unica-guia-de-infraorbital-que-necesitaras	1524	"La Única Guía de Infraorbital que Necesitarás"	hardmaxing	"2026-05-15 10:27:59"	"2026-05-15 11:29:11"	9335	79286	49	18	1	1	1386	looksmax.org		0	
/d/1536-mi-regimen-actual-de-bonesmashing-guia	1536	"Mi Régimen Actual de Bonesmashing + Guía"	hardmaxing	"2024-04-26 01:29:19"	"2024-04-26 11:46:04"	1059	8162	49	25	1	1	446	looksmax.org		0	DIY-procedure
/d/1538-una-guia-sobre-los-fenotipos	1538	"Una Guía sobre los Fenotipos"	looksmaxing	"2020-04-21 07:46:38"	"2020-04-21 11:28:52"	1007	2284	49	29	1	1	82	looksmax.org		0	
/d/1544-por-que-la-dht-es-una-pendejada-inutil-y-deberia-ser-nukeada-hasta-el-suelo	1544	"Por qué la DHT es una pendejada inútil y debería ser NUKEADA HASTA EL SUELO"	anabolicos	"2024-12-30 11:30:54"	"2024-12-30 11:57:35"	397	1892	49	11	1	1	12	looksmax.org		0	dosing/PED
/d/1547-como-tomar-aromasin-para-heightmaxxing-dosis-metodo-de-ingesta-efectos-secundarios-y-como-prevenirlosminimizarlos-una-guia-detallada	1547	"Cómo tomar Aromasin para heightmaxxing-Dosis, Método de ingesta, Efectos secundarios y cómo prevenirlos/minimizarlos - Una Guía Detallada"	anabolicos	"2022-04-13 07:52:54"	"2022-04-13 19:37:50"	3573	15598	49	17	1	1	80	looksmax.org		0	dosing/PED
/d/1548-mi-transformacion-insana-a-los-18-fotos	1548	"MI TRANSFORMACIÓN INSANA A LOS 18 + FOTOS"	looksmaxing	"2022-10-26 23:18:31"	"2022-10-27 08:20:41"	1784	5706	49	20	1	1	13	looksmax.org		0	
/d/1553-guia-definitiva-sin-rodeos-de-cavitacion-ultrasonica-uc-para-la-cara-mi-experiencia-con-13-sesiones	1553	"Guía Definitiva Sin Rodeos de Cavitación Ultrasónica (UC) para la Cara – Mi Experiencia con 13 Sesiones"	looksmaxing	"2026-02-10 10:44:55"	"2026-02-14 14:41:08"	1337	8299	49	16	1	1	98	looksmax.org		0	
/d/1555-maxxing-del-area-bajo-los-ojos-y-bajo-el-menton	1555	"MAXXING del Área Bajo los Ojos y Bajo el Mentón"	looksmaxing	"2022-06-10 21:43:07"	"2022-06-16 14:27:53"	1497	7905	49	17	1	1	76	looksmax.org		0	
/d/1576-guia-de-esteroides-de-alto-ci-bajo-esfuerzo	1576	"Guía de esteroides de alto CI - Bajo Esfuerzo"	anabolicos	"2024-03-12 02:09:32"	"2024-03-29 22:24:03"	999	4926	49	12	1	1	69	looksmax.org		0	dosing/PED
/d/1579-mi-estrategia-para-conseguir-cientos-de-seguidores-en-ig-metodo-del-agujero-de-conejo	1579	"MI ESTRATEGIA PARA CONSEGUIR CIENTOS DE SEGUIDORES EN IG (MÉTODO DEL AGUJERO DE CONEJO)"	looksmaxing	"2025-08-13 19:53:00"	"2025-08-13 20:25:10"	709	6938	49	15	1	1	65	looksmax.org		0	
/d/1580-guia-para-bajar-la-inhibicion-thread-de-alta-calidad-gtfih-merecedor-de-botb	1580	"GUÍA PARA BAJAR LA INHIBICIÓN [THREAD DE ALTA CALIDAD GTFIH] ✅ [MERECEDOR DE BOTB🏆?]"	looksmaxing	"2026-04-04 18:53:20"	"2026-04-04 19:15:36"	1948	11483	49	18	1	1	17	looksmax.org		0	
/d/1591-como-juzgar-a-las-personas-por-su-apariencia-cientificamente-un-desglose-megaguia-completo-del-infame-libro-de-edward-dutton-sobre-la-apariencia-fisica	1591	"Cómo Juzgar a las Personas por su Apariencia CIENTÍFICAMENTE: un desglose megaguía completo del infame libro de Edward Dutton sobre la apariencia física"	looksmaxing	"2023-04-28 21:42:18"	"2023-04-29 01:15:17"	3908	18385	49	36	1	1	396	looksmax.org		0	
