url,title,section,ymyl_flags,reason,destination_301,total_hits
/d/13060-como-hacer-framemaxx-legitimamente-guia-mega-thread,"Cómo hacer Framemaxx Legítimamente Guía (MEGA THREAD)",looksmaxing,dosing/PED,4.5-sourcing,/t/looksmaxing,6
/d/13129-come-como-un-cavernicola-para-la-estetica-guia-de-dieta,"Come como un CAVERNÍCOLA para la estética. ¡¡GUÍA DE DIETA!!",looksmaxing,sourcing,4.5-sourcing,/t/looksmaxing,4
/d/13202-guia-de-ropemaxxing-heightmaxxing,"GUÍA DE ROPEMAXXING (HEIGHTMAXXING)",looksmaxing,self-harm/hopelessness,4.5-safety,/t/looksmaxing,6
/d/13254-por-que-vitamina-d-y-magnesio-son-esenciales-y-los-has-estado-usando-mal,"Por Qué Vitamina D y Magnesio son ESENCIALES y los has estado USANDO MAL",looksmaxing,dosing/PED,4.5-sourcing,/t/looksmaxing,3
/d/13403-la-tretinoina-es-un-meme-mejor-dermarolea-2mm-y-exfolia-justo-despues,"La tretinoína es un meme. Mejor dermarolea (2mm) y exfolia justo después",softmaxing,DIY-procedure,4.5-sourcing,/t/softmaxing,6
/d/13405-guia-de-universidades-de-eu-con-las-chicas-mas-facilesputas-y-mas-buenas-de-un-slayer-changlite-local,"GUÍA DE UNIVERSIDADES DE E.U. CON LAS CHICAS MÁS FÁCILES/PUTAS Y MÁS BUENAS - DE UN SLAYER CHANGLITE LOCAL",looksmaxing,self-harm/hopelessness,4.5-safety,/t/looksmaxing,6
/d/13455-guia-definitiva-como-volverte-low-inhib-usando-drogas-legales-mi-experiencia-y-consejos,"Guía definitiva: cómo volverte low inhib usando drogas legales (mi experiencia y consejos)",looksmaxing,dosing/PED,4.5-sourcing,/t/looksmaxing,9
/d/13477-la-leche-y-las-hormonas,"La leche y las hormonas",looksmaxing,dosing/PED,4.5-sourcing,/t/looksmaxing,6
/d/1373-no-pierdas-tiempo-promoviendo-el-crecimiento-craniofacial-contra-reloj-en-la-adolescencia-tardia-tecnicas-naturales-y-evidencia-notas-laterales,"(NO PIERDAS TIEMPO) Promoviendo el Crecimiento Craniofacial Contra-Reloj en la Adolescencia Tardía: Técnicas Naturales y Evidencia + Notas Laterales",softmaxing,sourcing,4.5-sourcing,/t/softmaxing,9
/d/13770-como-ser-low-inhib-inhibcels-altos-metanse-aqui,"CÓMO SER LOW INHIB (INHIBCELS ALTOS MÉTANSE AQUÍ)",looksmaxing,sourcing,4.5-sourcing,/t/looksmaxing,9
/d/13851-disminuyendo-prolactina-aumentando-dopamina-naturalmente-high-inhibcells-gtfi,"Disminuyendo Prolactina  Aumentando Dopamina NATURALMENTE (HIGH-INHIBCELLS GTFI)",looksmaxing,dosing/PED,4.5-sourcing,/t/looksmaxing,6
/d/1398-guia-de-looksmaxxing-de-cabello-cabello-bueno-equivale-a-vida-buena,"Guía de Looksmaxxing de Cabello: Cabello Bueno EQUIVALE a Vida Buena",softmaxing,sourcing,4.5-sourcing,/t/softmaxing,9
/d/14018-como-aprovechar-mse-y-face-mask,"Cómo aprovechar MSE y Face Mask",hardmaxing,sourcing,4.5-sourcing,/t/hardmaxing,10
/d/14028-referencia-rapida-de-sarms-para-gymcels-novatos-retrasados,"Referencia rápida de SARMs para gymcels novatos retrasados",anabolicos,dosing/PED,4.5-sourcing,/t/anabolicos,8
/d/14117-desbloqueando-el-poder-de-los-huevos-tu-guia-definitiva-para-la-salud-y-el-bienestar,"Desbloqueando el Poder de los Huevos: Tu Guía Definitiva para la Salud y el Bienestar",looksmaxing,sourcing,4.5-sourcing,/t/looksmaxing,6
/d/14284-como-mejorar-tu-pensamiento-cognitivo,"Cómo Mejorar Tu Pensamiento Cognitivo",looksmaxing,sourcing,4.5-sourcing,/t/looksmaxing,9
/d/14308-7-aromas-que-te-hacen-mas-atractivo-segun-la-ciencia,"7 aromas que te hacen más atractivo  según la ciencia 🧪 💨💕",softmaxing,sourcing,4.5-sourcing,/t/softmaxing,9
/d/14320-15-mejores-alimentos-para-potenciar-los-niveles-de-dht-gtfih,"15 MEJORES ALIMENTOS PARA POTENCIAR LOS NIVELES DE DHT (GTFIH)",anabolicos,dosing/PED,4.5-sourcing,/t/anabolicos,6
/d/14340-accutane-para-principiantes,"Accutane Para Principiantes",looksmaxing,dosing/PED,4.5-sourcing,/t/looksmaxing,9
/d/14413-la-guia-definitiva-natural-para-un-buen-tamano-de-v,"La Guía Definitiva Natural para un Buen Tamaño de V",looksmaxing,dosing/PED,4.5-sourcing,/t/looksmaxing,9
/d/14456-lo-unico-en-lo-que-los-chavos-deben-enfocarse-durante-sus-anos-de-desarrollo-youngcels-gtfih,"Lo único en lo que los chavos deben enfocarse durante sus años de desarrollo [youngcels GTFIH]",looksmaxing,dosing/PED,4.5-sourcing,/t/looksmaxing,7
/d/1448-disolvi-mi-grasa-facial-una-introduccion-a-lemonbottle,"DISOLVÍ MI GRASA FACIAL - UNA INTRODUCCIÓN A LEMONBOTTLE",looksmaxing,dosing/PED,4.5-sourcing,/t/looksmaxing,9
/d/14542-como-replicar-la-luz-solar-de-espectro-completo-en-interiores-la-prueba-definitiva-de-focos-con-datos,"Cómo replicar la luz solar de espectro completo en interiores: ¡La prueba definitiva de focos! (con datos) ☀️⛅️",softmaxing,sourcing,4.5-sourcing,/t/softmaxing,7
/d/14550-como-cualquiera-puede-conseguir-mejillas-hundidas-por-menos-de-100-no-en-serio,"Cómo CUALQUIERA puede conseguir Mejillas Hundidas por menos de 100$ (No  en serio)",softmaxing,dosing/PED,4.5-sourcing,/t/softmaxing,9
/d/1498-mega-thread-de-disolucion-de-grasa,"Mega-Thread de Disolución de Grasa",looksmaxing,dosing/PED,4.5-sourcing,/t/looksmaxing,9
/d/15088-vitaminmaxing-como-las-vitaminas-pueden-cambiar-tu-vida,"VITAMINMAXING - Cómo las vitaminas pueden cambiar tu vida.",softmaxing,dosing/PED,4.5-sourcing,/t/softmaxing,9
/d/1511-como-conseguir-tu-fisico-sonado-sin-efectos-secundarios,"Cómo conseguir tu físico soñado sin efectos secundarios:",peptides,dosing/PED,4.5-sourcing,/t/peptides,9
/d/15202-como-realmente-deshacerse-del-acne-de-una-vez-por-todas-sin-accutane-sin-giladas-que-alguien-entre,"Cómo REALMENTE deshacerse del acné de una vez por todas SIN Accutane (SIN GILADAS  QUE ALGUIEN ENTRE)",softmaxing,sourcing,4.5-sourcing,/t/softmaxing,6
/d/15638-como-estoy-venciendo-el-acne-y-como-podrias-hacerlo-tu-tambien,"Cómo estoy venciendo el acné y cómo podrías hacerlo tú también",softmaxing,dosing/PED,4.5-sourcing,/t/softmaxing,6
/d/15836-importante-balance-de-aminoacidos,"IMPORTANTE - ¡¡¡Balance de Aminoácidos!!!",looksmaxing,dosing/PED,4.5-sourcing,/t/looksmaxing,6
/d/15903-mi-ciclo-de-esteroides-favorito-para-principiantes-de-un-roidcel-con-experiencia-con-fotos,"Mi ciclo de esteroides favorito para principiantes de un roidcel con experiencia con fotos",anabolicos,dosing/PED,4.5-sourcing,/t/anabolicos,9
/d/16048-la-fibra-dietetica-esta-muy-subestimada-y-deberia-aumentarse-significativamente-en-la-dieta,"La fibra dietética está muy subestimada y debería aumentarse significativamente en la dieta.",looksmaxing,dosing/PED,4.5-sourcing,/t/looksmaxing,11
/d/16109-healthmaxxing-contra-judios-esquizo,"HEALTHMAXXING CONTRA JUDÍOS (ESQUIZO)",looksmaxing,dosing/PED,4.5-sourcing,/t/looksmaxing,9
/d/16114-mi-rutina-diaria-de-skincare-de-un-ex-skincel-con-fotos-de-la-ascension,"Mi rutina diaria de skincare de un ex skincel con fotos de la ascensión",softmaxing,disordered-eating,4.5-safety,/t/softmaxing,9
/d/1622-guia-sobre-como-corregir-la-pseudo-ginecomastia-y-reducir-la-ginecomastia-real-permanentemente-sin-cirugia-y-practicamente-sin-tiempo-de-recuperacion,"Guía sobre cómo corregir la pseudo-ginecomastia  y reducir la ginecomastia real permanentemente  sin cirugía  y prácticamente sin tiempo de recuperación.",looksmaxing,dosing/PED,4.5-sourcing,/t/looksmaxing,9
/d/16659-como-elevar-tu-altura-naturalmente,"Cómo elevar tu altura naturalmente",looksmaxing,dosing/PED,4.5-sourcing,/t/looksmaxing,9
/d/1678-posible-cura-para-la-caida-de-cabello-por-que-las-hormonas-no-importan,"Posible cura para la caída de cabello - por qué las hormonas no importan",softmaxing,dosing/PED,4.5-sourcing,/t/softmaxing,10
/d/16832-notas-de-softmaxxing,"NOTAS DE SOFTMAXXING",softmaxing,dosing/PED,4.5-sourcing,/t/softmaxing,3
/d/16966-guia-definitiva-de-perdida-de-grasa-con-quimicos-low-inhib-gtfih,"GUÍA DEFINITIVA DE PÉRDIDA DE GRASA CON QUÍMICOS LOW INHIB GTFIH",looksmaxing,dosing/PED,4.5-sourcing,/t/looksmaxing,3
/d/17081-haz-que-alguien-se-enamore-de-ti,"Haz Que Alguien Se Enamore de Ti",looksmaxing,sourcing,4.5-sourcing,/t/looksmaxing,9
/d/17467-como-usar-hilos-pdo-para-quitar-las-arrugas-de-la-frente,"Cómo usar hilos PDO para quitar las arrugas de la frente",hardmaxing,sourcing,4.5-sourcing,/t/hardmaxing,6
/d/17501-guia-de-cada-vitamina-explicada-megathread,"Guía de Cada Vitamina Explicada [MEGATHREAD]",looksmaxing,dosing/PED,4.5-sourcing,/t/looksmaxing,3
/d/17518-aclarando-la-desinformacion-sobre-hgh,"Aclarando la Desinformación sobre HGH.",anabolicos,dosing/PED,4.5-sourcing,/t/anabolicos,7
/d/17704-beneficios-de-la-eyaculacion-para-el-looksmax,"Beneficios de la Eyaculación para el Looksmax",looksmaxing,dosing/PED,4.5-sourcing,/t/looksmaxing,10
/d/17712-guia-de-simetria-facial-2024,"GUÍA DE SIMETRÍA FACIAL 2024",looksmaxing,self-harm/hopelessness,4.5-safety,/t/looksmaxing,9
/d/17767-guia-aromasin-es-la-clave-para-evitar-los-venenos-judios-todos-entren-ya,"[GUÍA] AROMASIN es la CLAVE para EVITAR los VENENOS JUDÍOS (TODOS ENTREN YA)",anabolicos,dosing/PED,4.5-sourcing,/t/anabolicos,9
/d/17796-la-natacion-es-el-mejor-deporte-para-los-looksmaxxers-y-aqui-te-digo-por-que,"La natación es el mejor deporte para los looksmaxxers y aquí te digo por qué",looksmaxing,sourcing,4.5-sourcing,/t/looksmaxing,7
/d/17855-guia-definitiva-de-la-luz-nunca-antes-vista,"GUÍA DEFINITIVA DE LA LUZ (¡nunca antes vista!)",looksmaxing,dosing/PED,4.5-sourcing,/t/looksmaxing,6
/d/18066-como-ocultar-tus-cirugias,"CÓMO OCULTAR TUS CIRUGÍAS",hardmaxing,self-harm/hopelessness,4.5-safety,/t/hardmaxing,20
/d/18176-la-forma-mas-simple-de-introducir-mas-calcio-a-tu-dieta,"La FORMA MÁS SIMPLE de introducir más CALCIO a tu dieta.",looksmaxing,dosing/PED,4.5-sourcing,/t/looksmaxing,6
/d/18238-mejor-metodo-fucking-para-perder-peso,"MEJOR MÉTODO FUCKING PARA PERDER PESO",looksmaxing,dosing/PED,4.5-sourcing,/t/looksmaxing,6
/d/1844-como-eliminar-el-surco-nasolabial-con-hilos-pdo,"cómo eliminar el surco nasolabial con hilos PDO.",hardmaxing,dosing/PED,4.5-sourcing,/t/hardmaxing,10
/d/18557-gtfih-como-ascender-para-los-curry-bhais-parte-2,"GTFIH CÓMO ASCENDER PARA LOS CURRY BHAIS PARTE 2",looksmaxing,sourcing,4.5-sourcing,/t/looksmaxing,9
/d/18658-como-perder-grasa-peso-segun-el-enfoque-pro-metabolico-de-ray-peat,"Cómo perder GRASA / PESO según el enfoque Pro metabólico de Ray Peat",looksmaxing,sourcing,4.5-sourcing,/t/looksmaxing,5
/d/19110-cuidado-de-la-piel-sin-joder-tus-hormonas,"Cuidado de la piel SIN joder tus hormonas",softmaxing,sourcing,4.5-sourcing,/t/softmaxing,3
/d/19268-crudo-vs-pasteurizado,"Crudo vs Pasteurizado",looksmaxing,sourcing,4.5-sourcing,/t/looksmaxing,6
/d/19278-como-convertirse-en-un-eunuco,"Cómo Convertirse en un Eunuco",hardmaxing,dosing/PED,4.5-sourcing,/t/hardmaxing,3
/d/19587-que-tan-raro-es-cada-rating-de-looks-usando-matematicas-para-determinar-cuanto-mogueas-parte-1,"¿Qué tan raro es cada rating de looks? Usando matemáticas para determinar cuánto mogueas (Parte 1)",looksmaxing,sourcing,4.5-sourcing,/t/looksmaxing,6
/d/19766-guia-de-aromasin-guia-de-inhibidores-de-aromatasa,"GUÍA DE AROMASIN  (Guía de inhibidores de aromatasa)",anabolicos,dosing/PED,4.5-sourcing,/t/anabolicos,7
/d/19928-como-ganar-15kg-33lb-de-masa-de-calidad-en-8-semanas,"Cómo ganar 15KG (33lb) de masa de calidad en 8 semanas",looksmaxing,dosing/PED,4.5-sourcing,/t/looksmaxing,15
/d/20493-todo-lo-que-necesitas-saber-sobre-la-isotretinoina-lo-mas-corto-posible,"todo lo que necesitas saber sobre la isotretinoína (lo más corto posible)",softmaxing,dosing/PED,4.5-sourcing,/t/softmaxing,3
/d/20651-por-que-tu-cara-se-ve-tan-triste-decaida-retardada-simplemente-y-como-arreglarlo-con-higiene-basica-a-menos-que-estes-geneticamente-jodido,"Por qué tu cara se ve tan triste  decaída  retardada simplemente y cómo arreglarlo con higiene básica (a menos que estés genéticamente jodido)",softmaxing,dosing/PED,4.5-sourcing,/t/softmaxing,3
/d/20821-el-metodo-igf-1-como-maximizar-tu-igf-1-de-forma-natural-para-crecer-mas-alto,"El Método IGF-1: Cómo Maximizar tu IGF-1 de Forma Natural para Crecer Más Alto",anabolicos,dosing/PED,4.5-sourcing,/t/anabolicos,7
/d/20861-como-microdosificar-finasterida-con-dosificacion-liquida-volumetrica-es-muy-facil,"Cómo microdosificar finasterida con dosificación líquida volumétrica (es muy fácil)",looksmaxing,dosing/PED,4.5-sourcing,/t/looksmaxing,6
/d/21096-guia-de-maxxing-de-ereccion-del-pene-como-nunca-lidiar-con-sintomas-de-disfuncion-erectil-y-potencialmente-ganar-tamano,"Guía de maxxing de erección del pene: Cómo nunca lidiar con síntomas de disfunción eréctil  y POTENCIALMENTE ganar tamaño",looksmaxing,dosing/PED,4.5-sourcing,/t/looksmaxing,3
/d/2118-como-tener-citas-en-la-prepa-15-17-gtfih,"¿Cómo tener citas en la prepa? (15-17 GTFIH)",looksmaxing,sourcing,4.5-sourcing,/t/looksmaxing,9
/d/21300-por-que-envejeces-glicosilacion-y-ages-asesinos-insidiosos-de-tu-cuerpo,"Por Qué Envejeces: Glicosilación y A.G.E.s - Asesinos Insidiosos de Tu Cuerpo",looksmaxing,sourcing,4.5-sourcing,/t/looksmaxing,10
/d/21434-como-realmente-aumentar-tu-testosterona-de-forma-natural,"Cómo REALMENTE aumentar tu testosterona DE FORMA NATURAL",anabolicos,dosing/PED,4.5-sourcing,/t/anabolicos,6
/d/21549-mi-rutina-basica-para-los-labios-delgadolabios-gtfih,"Mi rutina básica para los labios; delgadolabios GTFIH",softmaxing,dosing/PED,4.5-sourcing,/t/softmaxing,6
/d/21843-como-el-ayuno-aumentara-la-hormona-del-crecimiento,"Cómo el ayuno aumentará la hormona del crecimiento",looksmaxing,dosing/PED,4.5-sourcing,/t/looksmaxing,3
/d/21952-como-convertirse-en-un-chad-guia-completa-de-looksmaxxing,"CÓMO CONVERTIRSE EN UN CHAD (GUÍA COMPLETA DE LOOKSMAXXING)",looksmaxing,self-harm/hopelessness,4.5-safety,/t/looksmaxing,9
/d/23289-hilo-muy-raro-sub5incel125-highiq-gymmaxxing-101,"Hilo muy raro sub5incel125 Highiq. Gymmaxxing 101.",looksmaxing,disordered-eating,4.5-safety,/t/looksmaxing,10
/d/23387-hilo-de-agua-de-soft-maxes-sin-cope,"Hilo de agua de soft maxes (sin cope)",softmaxing,sourcing,4.5-sourcing,/t/softmaxing,9
/d/23777-guia-del-calostro-los-beneficios-del-oro-liquido,"Guía del Calostro: Los Beneficios del Oro Líquido",looksmaxing,dosing/PED,4.5-sourcing,/t/looksmaxing,9
/d/24287-guia-definitiva-sobre-como-tu-dieta-afecta-tu-crecimiento,"Guía definitiva sobre cómo tu dieta afecta tu crecimiento",looksmaxing,sourcing,4.5-sourcing,/t/looksmaxing,4
/d/25015-el-hilo-definitivo-de-softmax-gtfihhh,"El hilo definitivo de softmax GTFIHHH",softmaxing,disordered-eating,4.5-safety,/t/softmaxing,6
/d/25149-voicemaxxing-guia-a-fondo-para-alcanzar-97-hz,"Voicemaxxing: Guía a fondo para alcanzar 97 hz",looksmaxing,dosing/PED,4.5-sourcing,/t/looksmaxing,9
/d/25254-guia-facil-de-colageno,"Guía fácil de colágeno",looksmaxing,dosing/PED,4.5-sourcing,/t/looksmaxing,6
/d/25508-como-aniquilar-la-ansiedad-social-con-imaos-una-guia-practica,"Cómo aniquilar la ansiedad social con IMAOs: Una guía práctica",looksmaxing,dosing/PED,4.5-sourcing,/t/looksmaxing,19
/d/25562-la-guia-de-heightmaxxing-mas-corta-sin-cope,"la guía de heightmaxxing más corta sin cope",anabolicos,dosing/PED,4.5-sourcing,/t/anabolicos,5
/d/2579-todo-lo-que-necesitas-saber-para-tener-un-cabello-sano-todos-gtfih-guia-definitiva-de-hairmaxxing,"TODO LO QUE NECESITAS SABER PARA TENER UN CABELLO SANO (TODOS GTFIH) GUÍA DEFINITIVA DE HAIRMAXXING",softmaxing,sourcing,4.5-sourcing,/t/softmaxing,9
/d/2631-una-guia-sobre-como-usar-bimatoprost-latisse-con-minimos-o-nulos-efectos-secundarios-gtfih-para-lashmaxxear,"Una guía sobre cómo usar Bimatoprost (Latisse) con mínimos o nulos efectos secundarios GTFIH para lashmaxxear",softmaxing,sourcing,4.5-sourcing,/t/softmaxing,10
/d/26442-forma-simple-de-reducir-la-inflamacion,"Forma simple de reducir la inflamación",looksmaxing,dosing/PED,4.5-sourcing,/t/looksmaxing,3
/d/2654-lee-esto-antes-de-comprar-en-indiamart-para-paises-de-la-ue,"Lee esto antes de comprar en Indiamart (para países de la UE)",looksmaxing,sourcing,4.5-sourcing,/t/looksmaxing,10
/d/26561-mi-experiencia-con-80mg-de-lasix-y-400mg-de-pregabalina,"Mi experiencia con 80mg de Lasix y 400mg de Pregabalina",anabolicos,dosing/PED,4.5-sourcing,/t/anabolicos,4
/d/26937-el-perfecto-dia-de-comida,"EL PERFECTO DÍA DE COMIDA",looksmaxing,sourcing,4.5-sourcing,/t/looksmaxing,12
/d/27182-el-truco-del-bicarbonato-de-sodio-pre-entrenamiento-una-guia-breve,"El truco del bicarbonato de sodio pre-entrenamiento: Una guía breve",looksmaxing,dosing/PED,4.5-sourcing,/t/looksmaxing,5
/d/28095-alimentos-que-suben-la-testo,"ALIMENTOS QUE SUBEN LA TESTO",looksmaxing,dosing/PED,4.5-sourcing,/t/looksmaxing,6
/d/28315-como-arregle-mi-acne,"CÓMO ARREGLÉ MI ACNÉ",softmaxing,dosing/PED,4.5-sourcing,/t/softmaxing,3
/d/2832-como-hacer-gymmax-correctamente,"Cómo hacer gymmax correctamente",looksmaxing,disordered-eating,4.5-safety,/t/looksmaxing,9
/d/28326-tutorial-para-greycels-greycels-gtfih,"Tutorial para Greycels (GREYCELS GTFIH)",looksmaxing,sourcing,4.5-sourcing,/t/looksmaxing,6
/d/28509-expansor-palatino-complicaciones-y-riesgos-potenciales-leelo-antes-de-instalarlo-gtfih,"EXPANSOR PALATINO. COMPLICACIONES y RIESGOS potenciales!!! (léelo antes de instalarlo) GTFIH",hardmaxing,sourcing,4.5-sourcing,/t/hardmaxing,9
/d/28621-una-guia-de-donde-conseguir-hormonas-inaccesibles-hghhcg-sin-receta,"Una guía de dónde conseguir hormonas inaccesibles!!! (HGH/HCG SIN RECETA)",anabolicos,dosing/PED,4.5-sourcing,/t/anabolicos,6
/d/28631-guia-de-lazymaxxing-vol-01-looksmaxxea-siendo-huevon,"GUÍA DE LAZYMAXXING [VOL 0.1] ¡Looksmaxxea siendo huevón!",looksmaxing,self-harm/hopelessness,4.5-safety,/t/looksmaxing,6
/d/291-como-blanquee-mis-dientes-mejor-que-un-dentista-fotos,"Cómo BLANQUEÉ mis dientes MEJOR que un DENTISTA +*FOTOS*",softmaxing,sourcing,4.5-sourcing,/t/softmaxing,9
/d/29396-como-hacer-looksmaxxingascender-sin-esfuerzo,"Cómo hacer looksmaxxing/ascender sin esfuerzo",looksmaxing,dosing/PED,4.5-sourcing,/t/looksmaxing,3
/d/29622-guia-de-asimetria-facial,"GUÍA DE ASIMETRÍA FACIAL",looksmaxing,sourcing,4.5-sourcing,/t/looksmaxing,7
/d/29640-nunca-esta-jodidamente-terminado-looksmaxxing-completo-hgh-y-testosterona-100-natural-todos-gtfih,"NUNCA ESTÁ JODIDAMENTE TERMINADO: LOOKSMAXXING COMPLETO HGH Y TESTOSTERONA 100% NATURAL (todos  GTFIH)",anabolicos,dosing/PED,4.5-sourcing,/t/anabolicos,6
/d/29756-12-grasa-corporal-o-muerte-ponerse-delgado-y-mantenerse-delgado-el-mejor-thread-en-org,"12% grasa corporal o MUERTE: Ponerse delgado y MANTENERSE delgado (el mejor thread en .org)",looksmaxing,sourcing,4.5-sourcing,/t/looksmaxing,6
/d/29835-guia-para-la-nariz,"Guía para la nariz",softmaxing,sourcing,4.5-sourcing,/t/softmaxing,3
/d/29909-high-iq-como-vencer-la-vidacomo-ponerse-flacocomo-detener-el-sufrimiento,"(HIGH IQ) - Cómo vencer la vida/cómo ponerse flaco/cómo detener el sufrimiento",looksmaxing,self-harm/hopelessness,4.5-safety,/t/looksmaxing,7
/d/30204-mi-protocolo-de-bronceado-como-subhumano-nordico,"Mi Protocolo de Bronceado como Subhumano Nórdico",softmaxing,dosing/PED,4.5-sourcing,/t/softmaxing,6
/d/31123-como-aumente-mi-longitud-5-in-y-circunferencia-75-in-usando-crema-dht,"Cómo aumenté mi longitud ~ .5 in y circunferencia .75 in usando crema DHT",looksmaxing,dosing/PED,4.5-sourcing,/t/looksmaxing,11
/d/31353-lista-de-compras-de-dieta-primal,"LISTA DE COMPRAS DE DIETA PRIMAL 👁️👁️",looksmaxing,dosing/PED,4.5-sourcing,/t/looksmaxing,10
